#,Nickname,Fighter's ID,Rank,LP,W/L,Matches,W/L,Matches,Character,DOJO,Last play,
40,코두리,DBsang-steam,UltraPlatinum,13897,52.85%,2212,42.42%,4734,FALKE,,2018-09-27,●
41,,GuardJung,UltraPlatinum,13322,48.83%,6008,44.63%,8138,NASH,Mental_Hospital,2018-10-15,●
42,마사,isamix,UltraPlatinum,12327,53.99%,1906,56.25%,2992,KEN,Sakura,2018-10-13,●
43,행인,Hang-In,UltraPlatinum,12208,40.48%,20621,40.87%,21679,RYU,,2018-10-15,●
44,,kor_bbom,UltraPlatinum,12118,49.16%,7905,48.17%,18490,RYU,Ryu-Nation,2018-10-16,●
45,,EXTRAUSER,SuperPlatinum,10648,53.66%,1573,33.79%,5984,RYU,,2018-10-16,●
46,머쓸빠워,notpsycho,SuperPlatinum,10427,63.35%,483,48.03%,3706,ZANGIEF,,2018-10-15,●
47,젤리샵,JellyShoP,SuperPlatinum,10352,49.74%,2272,39.32%,8396,CAMMY,,2018-10-13,●
48,진수가,artheaven,SuperPlatinum,10251,52.40%,7185,52.02%,9177,KEN,TeamDPS,2018-10-15,●
49,악철,akchul,SuperPlatinum,10035,53.18%,1463,52.71%,1848,URIEN,Braveman,2018-10-07,●
50,,Panzerdivision,SuperPlatinum,10007,56.48%,733,49.90%,9560,BIRDIE,Haki-Kyaku,2018-10-03,●
51,테시스,Tecith,Platinum,9597,50.40%,2994,44.44%,5425,CAMMY,,2018-10-14,●
52,후비고,hubigo,Platinum,9404,54.91%,1293,51.29%,2484,GUILE,,2018-09-23,●
53,큐폿,q-port,Platinum,9217,53.59%,1491,50.51%,2847,NECALLI,,2018-09-27,●
54,사쿨,Sakul_Sakul,Platinum,7592,49.24%,2500,45.71%,7687,CAMMY,GOD_NL,2018-10-15,●
55,시테,LastOfAkiha,Platinum,7551,53.11%,996,49.85%,3884,KARIN,aomaDOJO,2018-10-14,●
56,윤권,yunkwon,UltraGold,7277,51.86%,1880,39.93%,10175,KEN,Mental_Hospital,2018-10-13,●
57,제쿠,John-Wick,UltraGold,6923,49.42%,4680,48.84%,5106,ZEKU,,2018-10-15,●
58,신형준,kimboram,UltraGold,6817,58.50%,506,60.53%,869,GUILE,,2018-09-19,●
59,아침,Hanna_KR,SuperGold,6231,50.24%,3153,45.35%,3863,RYU,Shin_Syoryuken,2018-10-14,●
60,나락가마,son01420309,SuperGold,6153,61.95%,339,53.71%,674,DHALSIM,,2018-10-15,●
61,뉴비식스,Animal6,SuperGold,5960,74.14%,174,38.23%,15310,CHUN-LI,LOUNGE,2018-10-15,●
62,기파랑,sfktj-karin,SuperGold,5959,51.24%,964,51.12%,3224,KEN,,2018-09-01,●
63,하야센,hayasen,SuperGold,5657,51.61%,1893,45.08%,12577,RYU,Ryu-Nation,2018-10-13,●
64,신스퀘어,Sinsquare,SuperGold,5536,48.94%,5691,46.19%,7662,ALEX,French-fries,2018-10-14,●
65,앜하밭하,akavata,SuperGold,5525,49.51%,7074,41.99%,10335,LAURA,SPIRITZERO,2018-10-15,●
66,헐랭이손,dhschenk,Gold,5387,49.71%,3583,50.47%,6243,RYU,Shin_Syoryuken,2018-10-15,●
67,우키조아,Justice84,Gold,5290,59.54%,393,58.42%,457,GOUKI,,2018-10-10,●
68,불곰,NopeinNogein,Gold,4958,52.42%,1177,38.90%,2455,GOUKI,Shin_Syoryuken,2018-10-15,●
69,갓주홍,GODJUHONG,Gold,4219,51.34%,2536,43.86%,4273,RYU,,2018-10-11,●
70,록맨,RockmanHH,Gold,4060,51.13%,2163,46.29%,5103,KARIN,,2018-10-04,●
71,오렌지페코,pekoshin,Gold,4058,51.27%,1492,49.34%,5140,GUILE,PekoshinDojjo,2018-10-15,●
72,,thealto,Gold,4056,49.95%,3858,46.32%,4821,CODY,windog,2018-10-15,●
73,마그마,MagmaAxis,Gold,4018,50.15%,325,32.82%,2011,GUILE,,2018-09-27,●
74,귀욤,I_am_chobo,Gold,4003,81.82%,88,64.87%,7574,GUILE,,2018-10-15,●
75,망고,Xiller,SuperSilver,3439,51.56%,576,46.53%,821,R.MIKA,,2018-10-07,●
76,옴니버스,0mnibus,SuperSilver,3296,63.80%,163,57.95%,459,KARIN,SPIRITZERO,2018-10-11,●
77,에레스비,LSBSBLSB,SuperSilver,3108,51.95%,1001,49.29%,1205,IBUKI,Mental_Hospital,2018-10-15,●
78,도미,ImDomi,SuperSilver,3092,52.31%,1516,50.13%,1901,GOUKI,Married-MAN-CLUB,2018-10-15,●
79,엘렌가든,ellengarden,SuperSilver,3054,52.89%,554,44.39%,847,IBUKI,SilverTown,2018-10-13,●
80,노드,Hand_of_Nod,SuperSilver,3005,51.98%,479,41.40%,1558,G,,2018-10-15,●
81,,NaKwang,SuperSilver,3004,48.71%,349,43.72%,4723,ABIGAIL,MalpAnga,2018-10-16,●
82,쿠마,lee30111,Silver,2994,56.36%,330,52.57%,2001,ZANGIEF,Red_Pants,2018-10-15,●
83,,insanity_player,Silver,2784,51.09%,826,46.82%,2245,DICTATOR,LOUNGE,2018-10-13,●
84,햄순,MARUNARAE,Silver,2475,47.42%,757,37.61%,1848,JURI,,2018-10-15,●
85,쿠밤밤,kubambam,Silver,2472,54.96%,282,44.82%,839,KARIN,,2018-08-12,●
86,란테르트,Rantert_choo,Silver,2382,48.93%,797,48.22%,2893,BOXER,LOUNGE,2018-10-09,●
87,골든망고,GOLDENMANGGO,Silver,2306,40.07%,2149,35.87%,2807,BLANKA,,2018-10-16,●
88,스린이1,ryurisa,Silver,2277,54.19%,310,53.85%,312,KARIN,,2018-10-15,●
89,까망,KKAMANG,Silver,2080,46.08%,2064,44.89%,2718,JURI,JuZZinDan,2018-10-14,●
90,아하이,AHIIII,Silver,2047,74.60%,63,38.52%,701,CAMMY,,2018-10-15,●
91,오늘은해피,kr_solohappy,Silver,2033,56.00%,225,31.05%,1053,CAMMY,,2018-10-12,●
92,밀피,SQUILLA,UltraBronze,1561,53.76%,452,43.38%,1344,RYU,,2018-10-12,●
93,반달곰,kimjun,SuperBronze,1251,47.48%,1765,44.66%,3128,GOUKI,,2018-10-15,●
94,,Kanie_SDM,SuperBronze,1176,45.57%,983,42.36%,1400,IBUKI,,2018-09-08,●
95,애미야,Emiyamulzomdao,SuperBronze,1141,36.42%,173,30.10%,937,IBUKI,Girl_character,2018-10-16,●
96,유백,youbaek,SuperBronze,1050,51.19%,84,37.57%,535,CAMMY,,2018-09-30,●
97,발닦고자라,Balttako_Zara,Bronze,901,34.29%,210,36.68%,379,IBUKI,,2018-09-14,●
98,키스,kissmylip,Bronze,623,33.75%,160,35.18%,955,GOUKI,,2018-10-16,●
99,쌍환타,5Highnoon,Bronze,600,45.24%,42,35.85%,53,BIRDIE,Shin_Syoryuken,2018-10-05,●
100,시아,Feelingit,Bronze,563,48.28%,29,39.58%,48,KEN,,2018-10-12,●
101,제로텐,Zero_ten,Rookie,372,31.09%,119,32.23%,121,NASH,,2018-10-03,●
102,맥가츄,McKachu,Rookie,120,50.00%,6,50.00%,6,KEN,Shin_Syoryuken,2018-10-05,●
103,스린이,js_sick,Rookie,0,0.00%,7,5.56%,18,BIRDIE,,2018-09-06,●
104,스팀입문자,nanahistory,Rookie,0,0.00%,0,0.00%,3,CAMMY,,2018-10-12,●
105,KJ록키,gghnnh67,Rookie,0,0%,0,0.00%,3,RYU,,2018-10-11,●
